排名,片名,导演,编剧,主演,类型,上映日期,片长,豆瓣评分,评价人数,制片地区/国家,语言,又名
No.175,战争之王 Lord of War,安德鲁·尼科尔,安德鲁·尼科尔,尼古拉斯·凯奇/布丽姬·穆娜/杰瑞德·莱托/伊安·霍姆/伊桑·霍克/叶夫盖尼·拉扎列夫/伊默恩·沃克/塔尼特·菲尼克斯,剧情/犯罪,2005-09-16(美国),122 分钟,8.5,175476, 美国 / 法国, 英语 / 法语 / 德语 / 俄语 / 西班牙语 / 乌克兰语 / 阿拉伯语 / 土耳其语 / 汉语普通话, 军火之王(台/港) / 军火商
No.176,未麻的部屋 Perfect Blue,今敏,村井贞之/竹内义和,岩男润子/松本梨香/辻亲八/秋元羊介/盐屋翼/堀秀行/篠原惠美/江原正士/梁田清之/Tôru Furusawa/新山志保/三木真一郎,动画/惊悚/奇幻,1997-07(加拿大奇幻电影节),81 分钟,8.8,97754, 日本, 日语, 蓝色的恐惧 / 蓝色恐惧 / パーフェクト ブルー
No.177,爆裂鼓手 Whiplash,达米恩·查泽雷,达米恩·查泽雷,迈尔斯·特勒/J·K·西蒙斯/保罗·雷瑟/梅莉莎·班诺伊/奥斯汀·斯托维尔/克里斯·马尔基/马科斯·卡锡/杰森·布莱尔/科菲·斯里博伊,剧情/音乐,2014-10-10(美国),107分钟,8.6,238236, 美国, 英语, 鼓动真我(港) / 进击的鼓手(台) / 鼓动人生(台) / 鞭打 / The Whiplash Drummer
No.178,梦之安魂曲 Requiem for a Dream,达伦·阿伦诺夫斯基,小胡伯特·塞尔比/达伦·阿伦诺夫斯基,艾伦·伯斯汀/杰瑞德·莱托/詹妮弗·康纳利/马龙·韦恩斯/克里斯托弗·麦克唐纳/露易丝·拉塞尔/玛西娅·让·库尔茨/珍妮特·萨诺/苏珊妮·谢泼德/夏洛特·阿罗诺夫斯基/马克·马戈利斯/迈克尔·卡切克/杰克·奥康耐/斯科特·富兰克林/亚伯拉罕·阿罗诺夫斯基/欧嘉·梅雷迪斯/本·申克曼/凯斯·大卫/迪伦·贝克/肖恩·奥哈根/比尔·布尔/吉米·雷·威克斯/斯坦利·B·赫尔曼,剧情,2000-05-14(戛纳电影节),102分钟,8.7,112265, 美国, 英语, 噩梦挽歌(台) / 迷上瘾(港) / 梦的挽歌
No.179,地球上的星星 Taare Zameen Par,阿米尔·汗,阿莫尔·古普特,达席尔·萨法瑞/阿米尔·汗/塔奈·切赫达/萨谢·英吉尼尔/蒂丝卡·乔普拉/维品·沙尔马/Lalitha Lajmi/Girija Oak/Ravi Khanvilkar/Pratima Kulkarni/梅娜·马里克/Sonali Sachdev/Sanjay Dadich/Raaj Gopal Iyer/Bugs Bhargava/Shankar Sachdev/M.K. Raina,剧情/家庭/儿童,2007-12-21(印度),165分钟,8.8,84677, 印度, 印地语 / 英语, 心中的小星星(台) / 每一个孩子都是特别的 / तारे ज़मीन पर / Like Stars on Earth
No.180,恐怖游轮 Triangle,克里斯托弗·史密斯,克里斯托弗·史密斯,梅利莎·乔治/利亚姆·海姆斯沃斯/迈克尔·多曼/瑞秋·卡帕尼/艾玛·朗/亨利·尼克松/约书亚·麦基弗,剧情/悬疑/惊悚,2009-10-16(英国),99 分钟,8.3,323883, 英国 / 澳大利亚, 英语, 汪洋血迷宮(台) / 轮回三角 / 三角形 / 迷失三角洲
No.181,碧海蓝天 Le grand bleu,吕克·贝松,吕克·贝松/Robert Garland/Marilyn Goldin/雅克·梅欧/Marc Perrier,让-马克·巴尔/让·雷诺/罗姗娜·阿奎特/保罗·希纳尔/赛尔乔·卡斯特利托/让·布伊兹/马克·迪莱特/格里芬·邓恩/Andréas Voutsinas/瓦伦提娜·瓦格斯/Kimberly Beck,剧情/爱情,1988-05-11(法国),132分钟(法国),8.7,108243, 法国 / 美国 / 意大利, 法语 / 英语 / 意大利语, 碧海情深 / 夜海倾情 / 碧海情 / 大蓝 / The Big Blue
No.182,达拉斯买家俱乐部 Dallas Buyers Club,让-马克·瓦雷,克莱格·鲍登/梅丽莎·沃雷克,马修·麦康纳/詹妮弗·加纳/杰瑞德·莱托/史蒂夫·茨恩/达拉斯·罗伯特斯/凯文·兰金/丹尼斯·欧哈拉/简·麦克尼尔/格里芬·邓恩/詹姆斯·杜蒙特/朱丽叶·里夫斯/斯蒂菲·格罗特/J·D·埃弗摩尔,剧情/同性/传记,2013-09-07(多伦多电影节),117分钟,8.6,168459, 美国, 英语 / 日语, 续命枭雄(港) / 药命俱乐部(台) / 达拉斯顾客俱乐部 / 药丸俱乐部(豆友译名)
No.183,阿飞正传 阿飛正傳,王家卫,王家卫,张国荣/张曼玉/刘嘉玲/刘德华/张学友/潘迪华/梁朝伟,剧情/爱情/犯罪,1990-12-15(香港),94 分钟,8.5,182132, 香港, 粤语 / 汉语普通话 / 英语 / 菲律宾语 / 上海话, Days of Being Wild
No.184,牯岭街少年杀人事件 牯嶺街少年殺人事件,杨德昌,杨德昌/赖铭堂/杨顺清/鸿鸿,张震/杨静怡/张国柱/王启赞/林鸿铭/金燕玲/王琄/张瀚/姜秀琼/赖梵耘/柯宇纶/谭志刚/冯国强/陈湘琪/金士杰,剧情/犯罪,1991-07-27(台湾),237分钟(导演剪辑版),8.7,106975, 台湾, 汉语普通话 / 闽南语 / 上海话 / 粤语, A Brighter Summer Day
No.185,谍影重重2 The Bourne Supremacy,保罗·格林格拉斯,罗伯特·鲁德鲁姆/托尼·吉尔罗伊,马特·达蒙/弗朗卡·波滕特/布莱恩·考克斯/朱丽娅·斯蒂尔斯/卡尔·厄本/琼·艾伦/加布里埃尔·曼/马尔顿·索克斯/约翰·贝德福德·劳埃德/伊桑·桑德勒/米歇尔·莫纳汉/卡瑞尔·罗登/托马斯·阿拉纳/奥莎娜·阿金什那/汤姆·加洛普,动作/悬疑/惊悚,2004-11-14(中国大陆),108分钟,8.5,159635, 美国 / 德国, 英语 / 俄语 / 德语 / 意大利语, 叛谍追击2：机密圈套(港) / 神鬼认证：神鬼疑云(台) / 伯恩的身份2 / 至尊伯恩 / 伯恩的霸权
No.186,谍影重重 The Bourne Identity,道格·里曼,托尼·吉尔罗伊/罗伯特·鲁德鲁姆/W. Blake Herron,马特·达蒙/弗朗卡·波滕特/克里斯·库珀/克里夫·欧文/朱丽娅·斯蒂尔斯/布莱恩·考克斯/阿德沃尔·阿吉纽依-艾格拜吉/加布里埃尔·曼/沃尔顿·戈金斯/约什·汉密尔顿/Orso Maria Guerrini,动作/悬疑/惊悚,2002-11-21(中国大陆),119分钟,8.5,192230, 美国 / 德国 / 捷克, 英语 / 法语 / 德语 / 荷兰语 / 意大利语, 叛谍追击(港) / 神鬼认证(台) / 伯恩的身份
No.187,秒速5厘米 秒速5センチメートル,新海诚,新海诚,水桥研二/近藤好美 /尾上绫华/花村怜美/水野理纱,剧情/爱情/动画,2007-03-03(日本),63分钟,8.3,297359, 日本, 日语, 秒速五厘米 / 秒速5公分 / Byôsoku 5 senchimêtoru / 5 Centimeters per Second / 5 Centimeters Per Second: A Chain of Short Stories About Their Distance
No.188,被解救的姜戈 Django Unchained,昆汀·塔伦蒂诺,昆汀·塔伦蒂诺,杰米·福克斯/莱昂纳多·迪卡普里奥/克里斯托弗·沃尔兹/塞缪尔·杰克逊/凯丽·华盛顿/沃尔顿·戈金斯/丹尼斯·克里斯托弗/乔纳·希尔/詹姆斯·瑞马尔/爱波·塔布琳/弗兰科·内罗/罗伯特·卡拉丁/佐伊·贝尔,剧情/动作/西部/冒险,2013-05-12(中国大陆),163分钟(中国大陆),8.5,259704, 美国, 英语 / 法语 / 德语, 被解放的姜戈 / 决杀令(台) / 黑杀令(港) / 被解放的迪亚戈 / 铁血枷锁 / 解放的詹哥 / 奔放的强哥 / 强哥好强
No.189,魔女宅急便 魔女の宅急便,宫崎骏,宫崎骏/角野荣子,高山南/佐久间玲/户田惠子/山口胜平/信泽三惠子/加藤治子/关弘子/三浦浩一/山寺宏一/井上喜久子/渊崎由里子/土井美加/土师孝也/浅井淑子/齐藤昌/西村知道/小林优子/池水通洋/辻亲八/大塚明夫/坂本千夏/田口昂/键本景子/津贺有子/龟井芳子/丸山裕子,动画/奇幻/冒险,1989-07-29(日本),103分钟,8.5,194515, 日本, 日语, 魔女琪琪(台) / 小魔女限时专送 / Kiki's Delivery Service
No.190,惊魂记 Psycho,阿尔弗雷德·希区柯克,约瑟夫·斯蒂凡诺/罗伯特·布洛克,珍妮特·利/安东尼·博金斯/维拉·迈尔斯/马丁·鲍尔萨姆/约翰·加文,悬疑/惊悚/恐怖,1960-06-16(纽约首映),109分钟,8.9,82844, 美国, 英语, 精神病患者 / 触目惊心 / 精神病人
No.191,海盗电台 The Boat That Rocked,理查德·柯蒂斯,理查德·柯蒂斯,比尔·奈伊/肯尼思·布拉纳/菲利普·塞默·霍夫曼/尼克·弗罗斯特/汤姆·斯图里奇/瑞斯·伊凡斯/瑞斯·达比/克里斯·奥多德/妲露拉·莱莉/凯瑟琳·帕金森/杰克·达文波特,剧情/喜剧/音乐,2009-04-01(英国),116 分钟,8.6,165345, 英国 / 德国 / 法国, 英语, 出位乐人谷(港) / 海盗电波 / Pirate Radio
No.192,再次出发之纽约遇见你 Begin Again,约翰·卡尼,约翰·卡尼,凯拉·奈特莉/马克·鲁弗洛/亚当·莱文/詹姆斯·柯登/海莉·斯坦菲尔德/凯瑟琳·基纳/茅斯·达夫/罗伯·莫洛/伊恩·布罗茨基/香农·沃尔什/大卫·埃伯利斯/马科·阿桑特/玛丽·凯瑟琳·歌瑞森/詹·雅各布/席洛·格林/詹妮弗·李·杰克逊/特里·刘易斯/吉米·帕伦博/西蒙·德兰尼/丹妮尔·布里瑟布瓦/基恩·鲁弗洛/尼古拉斯·丹尼尔·冈萨雷斯/麦迪·科尔曼/阿雅·卡什/大卫·彭德尔顿/保罗·罗梅罗/安德鲁·塞伦/凯伦·皮特曼/罗恩·沃斯,喜剧/爱情/音乐,2015-06-26(中国大陆),104分钟,8.5,168510, 美国, 英语, 再次出发 / 歌曲改变人生 / 一切从音乐再开始(港) / 曼哈顿恋习曲(台) / 纽约小情歌 / 为乐而生 / 重新开始 / 重来 / Can a Song Save Your Life? / New York Melody
No.193,青蛇,徐克,李碧华/徐克,张曼玉/王祖贤/赵文卓/吴兴国/马精武/田丰/刘洵,剧情/奇幻/古装,1993-11-04(香港),99分钟,8.4,220927, 香港, 粤语, Green Snake
No.194,忠犬八公物语 ハチ公物語,神山征二郎,新藤兼人,山本圭/井川比佐志/片桐入/仲代达矢/春川真澄/八千草薰/石野真子/殿山泰司/加藤嘉/石仓三郎/泉谷茂/柳叶敏郎,剧情,1987-08-01(日本),107 分钟,9.0,58771, 日本, 日语, 八千公物语 / 阿八的故事 / 忠犬八公 / 八公犬的故事 / Hachi-ko
No.195,东京物语 東京物語,小津安二郎,野田高梧/小津安二郎,笠智众/原节子/杉村春子/东山千荣子/山村聪/香川京子,剧情/家庭,1953-11-03(日本),136 分钟,9.2,50479, 日本, 日语, 东京故事 / Tokyo Story
No.196,绿里奇迹 The Green Mile,弗兰克·德拉邦特,弗兰克·德拉邦特/斯蒂芬·金,汤姆·汉克斯/大卫·摩斯/迈克·克拉克·邓肯/邦尼·亨特/詹姆斯·克伦威尔/迈克尔·杰特/格雷厄姆·格林/道格·休切逊/山姆·洛克威尔/巴里·佩珀/杰弗里·德曼/派翠西娅·克拉克森/哈利·戴恩·斯坦通/戴布思·格里尔/伊芙·布伦特,剧情/悬疑/犯罪/奇幻,1999-12-10(美国),189 分钟,8.7,106423, 美国, 英语 / 法语, 绿色奇迹(台) / 绿色英里 / 绿里 / 绿地
No.197,哪吒闹海,严定宪/王树忱/徐景达,王树忱,梁正晖/邱岳峰/毕克/富润生/尚华/于鼎,动画/奇幻/冒险,1979-05-19(中国大陆),65分钟,8.8,80081, 中国大陆, 汉语普通话, Prince Nezha's Triumph Against Dragon King / Nezha nao hai
No.198,末路狂花 Thelma & Louise,雷德利·斯科特,卡莉·克里,吉娜·戴维斯/苏珊·萨兰登/哈威·凯特尔/迈克尔·马德森/布拉德·皮特,剧情/惊悚/犯罪,1991-05-24(美国),130 分钟,8.7,104465, 美国 / 法国, 英语, 塞尔玛与路易丝
No.199,勇闯夺命岛 The Rock,迈克尔·贝,大卫·韦斯伯格/道格拉斯·库克,肖恩·康纳利/尼古拉斯·凯奇/艾德·哈里斯/约翰·斯宾塞/大卫·摩斯/威廉·弗西斯/迈克尔·比恩/瓦内萨·马赛尔/约翰·C·麦金雷/托尼·托德/博基姆·伍德拜因/格雷格·科林斯/布伦丹·凯利/史蒂夫·哈里斯/吉姆·卡维泽,动作/冒险,1996-06-07(美国),136分钟,8.5,141761, 美国, 英语, 石破天惊 / 绝地任务
No.200,终结者2：审判日 Terminator 2: Judgment Day,詹姆斯·卡梅隆,詹姆斯·卡梅隆/小威廉·威谢尔,阿诺·施瓦辛格/琳达·汉密尔顿/爱德华·福隆/罗伯特·帕特里克/阿尔·伯恩/乔·莫顿/埃帕莎·默克森/卡斯图罗·格雷拉/丹尼·库克塞/詹妮特·戈德斯坦恩/山德·贝克利/莱思莉·汉密尔顿·格伦,动作/科幻,1991-07-03(美国),137分钟,8.5,140687, 美国 / 法国, 英语 / 西班牙语, 终结者2 / 终结者2：末日审判 / 终结者续集：世界末日 / 魔鬼终结者2 / 未来战士2 / T2
No.201,卡萨布兰卡 Casablanca,迈克尔·柯蒂斯,朱利叶斯·J·爱泼斯坦/菲利普·G·爱泼斯坦/霍华德·科克/凯西·罗宾逊,亨弗莱·鲍嘉/英格丽·褒曼/保罗·亨雷德/克劳德·雷恩斯/康拉德·韦特/西德尼·格林斯垂特/彼得·洛/杜利·威尔逊,剧情/爱情/战争,1942-11-26(纽约首映),102 分钟,8.6,124472, 美国, 英语 / 法语 / 德语 / 意大利语, 北非谍影(港)
No.202,迁徙的鸟 Le peuple migrateur,雅克·贝汉/ 雅克·克鲁奥德/米歇尔·德巴,Francis Roux/雅克·贝汉/Stéphane Durand/Jean Dorst/Guy Jarry,雅克·贝汉,纪录片,2001-12-12(法国),98分钟(法国),9.1,51710, 法国 / 德国 / 意大利 / 西班牙 / 瑞士, 法语, 鸟的迁徙 / 鸟与梦飞行 / 鹏程千万里 / 迁徙的候鸟 / 我是一只季候鸟 / 天地人三部曲之迁徙的鸟 / The Travelling Birds / Winged Migration
No.203,荒野生存 Into the Wild,西恩·潘,西恩·潘/乔恩·克拉考尔,埃米尔·赫斯基/马西娅·盖伊·哈登/威廉·赫特/吉娜·马隆/布莱恩·H.德里克/凯瑟琳·基纳/文斯·沃恩/克里斯汀·斯图尔特/哈尔·霍尔布鲁克/扎克·加利凡纳基斯,剧情/传记/冒险,2007-09-21(美国),148分钟,8.6,127210, 美国, 英语 / 丹麦语, 浪荡天涯(港) / 阿拉斯加之死(台) / 荒野伴我心
No.204,这个男人来自地球 The Man from Earth,理查德·沙因克曼,杰罗姆·比克斯比,大卫·李·史密斯/托尼·托德/约翰·比灵斯列/安妮卡·彼得森/阿丽西丝·索普/威廉姆·卡特/理查德·雷西尔/艾伦·克劳福德/Steven Littles/Robbie Bryan,剧情/科幻,2007-11-13(美国),87 分钟,8.5,179159, 美国, 英语, 地球不死人(港) / 这个人来自洞穴 / 来自地穴的男人 / 穴居人 / 地底奇人 / 长生不老 / 来自地球的男人
No.205,源代码 Source Code,邓肯·琼斯,本·雷普利,杰克·吉伦哈尔/维拉·法米加/米歇尔·莫纳汉/杰弗里·怀特/拉塞尔·皮特斯/詹姆斯·A·伍兹/迈克尔·阿登/乔·柯布登 /卡斯·安瓦尔,爱情/科幻/悬疑/惊悚,2011-08-30(中国大陆),93分钟,8.3,407769, 美国 / 加拿大, 英语, 启动原始码(台) / 危机解密(港)
No.206,新龙门客栈 新龍門客棧,李惠民,徐克/张炭/吕晓禾/司徒慧焯/何冀平/苏叔阳,张曼玉/林青霞/梁家辉/甄子丹/熊欣欣/刘洵/任世官/吴启华/袁祥仁/徐锦江/郑希怡/王彤川/王伟顺/蔡浩,剧情/动作/武侠/古装,2012-02-24(中国大陆),88分钟,8.5,182988, 香港 / 中国大陆, 汉语普通话 / 粤语, New Dragon Gate Inn
No.207,变脸 Face/Off,吴宇森,麦克·韦柏/迈克尔·科拉里,约翰·特拉沃尔塔/尼古拉斯·凯奇/琼·艾伦/亚历桑德罗·尼沃拉/吉娜·格申/多米尼克·斯万/尼克·卡萨维茨/哈威·普雷斯内尔/科鲁姆·费奥瑞/约翰·卡洛·林奇/希·庞德/罗伯特·维斯多姆/赵牡丹/詹姆斯·丹顿/马特·罗斯/克里斯·鲍尔/迈尔斯·杰弗里/大卫·麦克库利/托马斯·简/汤米·弗拉纳根/达纳·史密斯/罗密·温莎/保罗•希普/柯克·鲍兹/劳伦·辛克莱尔/本·里德/丽莎·博伊尔/琳达·霍夫曼/丹尼·马斯特森/迈克尔·罗查/麦克·韦柏/梅根·保罗/诺姆·卡普顿,动作/科幻/惊悚/犯罪,1997-06-27(美国),138分钟,8.4,214092, 美国, 英语 / 拉丁语, 夺面双雄
No.208,黑客帝国3：矩阵革命 The Matrix Revolutions,莉莉·沃卓斯基/拉娜·沃卓斯基,莉莉·沃卓斯基/拉娜·沃卓斯基,基努·里维斯/劳伦斯·菲什伯恩/凯瑞-安·莫斯/莫妮卡·贝鲁奇/凯特·宾汉/雨果·维文/贾达·萍克·史密斯/邹兆龙/朗贝尔·维尔森,动作/科幻,2003-11-05(美国/中国大陆),129 分钟,8.5,155118, 美国 / 澳大利亚, 英语 / 法语, 骇客任务完结篇：最后战役 / 廿二世纪杀人网络3：惊变世纪 / 黑客帝国3
No.209,城市之光 City Lights,查理·卓别林,查理·卓别林/Harry Clive/Harry Crocker,查理·卓别林/弗吉尼亚·切瑞尔/佛罗伦斯·李/亨利·伯格曼/珍·哈露,剧情/喜剧/爱情,1931-01-30(洛杉矶首映),87 分钟,9.2,43664, 美国, 英语, City Lights: A Comedy Romance in Pantomime / Lichter der Großstadt
No.210,头脑特工队 Inside Out,彼特·道格特/罗纳尔多·德尔·卡门,彼特·道格特/罗纳尔多·德尔·卡门/梅格·勒福夫/乔什·库雷/迈克尔·阿恩特/西蒙·里奇/鲍勃·彼德森/比尔·哈德尔/艾米·波勒,艾米·波勒/菲利丝·史密斯/理查德·坎德/比尔·哈德尔/刘易斯·布莱克/敏迪·卡灵/凯特林·迪亚斯/戴安·琳恩/凯尔·麦克拉克伦/波拉·庞德斯通/鲍比·莫尼汉/宝拉·佩尔/大卫·戈尔兹/弗兰克·奥兹/乔什·库雷/弗利/约翰·拉岑贝格/卡洛斯·阿拉斯拉奇/皮特·萨加尔/拉什达·琼斯/罗里·艾伦/约翰·齐甘/雪莉·琳恩/拉瑞恩·纽曼/帕丽斯·冯·戴克,喜剧/动画/冒险,2015-10-06(中国大陆),95分钟,8.7,224493, 美国, 英语, 玩转脑朋友(港) / 脑筋急转弯(台) / 头脑大作战 / 大脑环游记 / 脑中小小人 / 大脑内外 / 由内而外 / 头脑总动员
No.211,E.T. 外星人 E.T.: The Extra-Terrestrial,史蒂文·斯皮尔伯格,梅丽莎·马西森,亨利·托马斯/迪·沃伦斯/罗伯特·麦克纳夫顿/德鲁·巴里摩尔/彼德·考约特,剧情/科幻,1982-05-26(戛纳电影节),115分钟,8.5,152405, 美国, 英语, 外星人E.T. / 外星人 / ET / E.T. the Extra-Terrestrial / A Boy's Life
No.212,燕尾蝶 スワロウテイル,岩井俊二,岩井俊二,三上博史/恰拉/伊藤步/江口洋介/许志安/渡部笃郎/山口智子/大塚宁宁/桃井薰/浅野忠信,剧情/犯罪,1996-09-14(日本),146分钟(德国),8.6,107674, 日本, 日语 / 粤语 / 英语 / 汉语普通话, Swallowtail Butterfly / Suwarôteiru
No.213,黄金三镖客 Il buono il brutto il cattivo ,赛尔乔·莱翁内,阿杰诺雷·因克罗奇/富里奥·斯卡佩利/卢恰诺·温琴佐尼/赛尔乔·莱翁内,克林特·伊斯特伍德/埃里·瓦拉赫/李·范·克里夫/阿尔多·久弗瑞/路易吉·皮斯蒂利,西部/冒险,1966-12-23,161 分钟,9.1,51112, 意大利 / 西班牙 / 西德, 意大利语 / 英语, 好·坏·丑 / 独行侠决斗地狱门(港) / 黄昏三镖客(台) / 好家伙，坏家伙，丑家伙 / 善恶丑 / The Good the Bad and the Ugly
No.214,发条橙 A Clockwork Orange,斯坦利·库布里克,斯坦利·库布里克/安东尼·伯吉斯,马尔科姆·麦克道威尔/帕特里克·马基/迈克尔·贝茨/沃伦·克拉克/约翰·克莱夫,剧情/科幻/犯罪,1971-12-19(纽约首映),136 分钟,8.4,185749, 英国 / 美国, 英语, 发条桔子 / 发条橙子 / 发条橘子
No.215,美国丽人 American Beauty,萨姆·门德斯,艾伦·鲍尔,凯文·史派西/安妮特·贝宁/索拉·伯奇/韦斯·本特利/米娜·苏瓦丽/彼得·盖勒/艾莉森·珍妮/克里斯·库珀/斯科特·巴库拉/山姆·洛巴兹/巴里·德尔·舍曼/阿若·希利/约翰·赵/肯特·法尔考/希瑟·乔伊·谢尔/切尔西·赫特福德/安贝尔·史密斯/乔尔·麦克拉里/玛丽莎·贾里特·威诺克/丹尼斯·安德森,剧情/爱情/家庭,1999-09-08(洛杉矶首映),122分钟,8.4,184950, 美国, 英语, 美丽有罪(港) / 美国心·玫瑰情(台) / 美国大美人 / 美国美人 / 美国少女 / 红蔷薇
No.216,英国病人 The English Patient,安东尼·明格拉,迈克尔·翁达杰/安东尼·明格拉,拉尔夫·费因斯/克里斯汀·斯科特·托马斯/朱丽叶·比诺什/威廉·达福/科林·费尔斯/纳威恩·安德利维斯,剧情/爱情/战争,1996-12-06(美国),162分钟,8.4,173628, 美国 / 英国, 英语 / 德语 / 意大利语 / 阿拉伯语, 英伦情人(台) / 别问我是谁(港)
No.217,模仿游戏 The Imitation Game,莫滕·泰杜姆,格拉汉姆·摩尔/安德鲁·霍奇斯,本尼迪克特·康伯巴奇/凯拉·奈特莉/马修·古迪/罗里·金奈尔/艾伦·里奇/马修·比尔德/查尔斯·丹斯/马克·斯特朗/詹姆斯·诺斯科特/汤姆·古德曼-希尔/史蒂芬·威丁顿/伊兰·古德曼/杰克·塔尔登/埃里克斯·劳瑟/杰克·巴农,剧情/同性/传记/战争,2015-07-21(中国大陆),114分钟,8.5,253580, 英国 / 美国, 英语 / 德语, 解码游戏(港) / 模拟游戏
No.218,无耻混蛋 Inglourious Basterds,昆汀·塔伦蒂诺,昆汀·塔伦蒂诺,布拉德·皮特/梅拉尼·罗兰/克里斯托弗·沃尔兹/伊莱·罗斯/迈克尔·法斯宾德/黛安·克鲁格/丹尼尔·布鲁尔/蒂尔·施威格/哥德昂·布克哈德/雅基·伊多/B·J·诺瓦克/奥玛·杜姆/奥古斯特·迪尔/德尼·梅诺谢/西尔维斯特·格罗特/蕾雅·赛杜,剧情/犯罪,2009-08-20(德国),153分钟,8.4,222654, 美国 / 德国, 英语 / 德语 / 法语 / 意大利语, 恶棍特工(台) / 希魔撞正杀人狂(港) / 无良杂种 / 无良杂军 / 戴罪立功 / 混蛋野战队
No.219,初恋这件小事 สิ่งเล็กเล็กที่เรียกว่า...รัก,普特鹏·普罗萨卡·那·萨克那卡林/华森·波克彭,普特鹏·普罗萨卡·那·萨克那卡林,平采娜·乐维瑟派布恩/马里奥·毛瑞尔/苏达拉·布查蓬/雅尼卡·桑普蕾舞/诺特·阿查拉那·阿瑞亚卫考/皮拉瓦特·赫拉巴特/普特鹏·普罗萨卡·那·萨克那卡林/华森·波克彭,剧情/喜剧/爱情,2012-06-05(中国大陆),118分钟(泰国),8.3,458177, 泰国, 泰语 / 印度尼西亚语 / 英语, 初恋那件小事(港) / 暗恋那点小事 / 叫做爱的小事 / Sing lek lek tee reak wa rak / A Little Thing Called Love / First Love
No.220,房间 Room,伦尼·阿伯拉罕森,艾玛·多诺霍,布丽·拉尔森/雅各布·特伦布莱/琼·艾伦/肖恩·布里吉格斯/威廉姆·H·梅西/梅根·帕克/阿曼达·布鲁盖尔/卡斯·安瓦尔/乔·平格/温迪·古逊/兰道尔·爱德华/杰克·富尔顿/汤姆·麦卡穆斯,剧情/家庭,2015-09-04(特柳赖德电影节),118分钟,8.8,149957, 爱尔兰 / 加拿大 / 英国 / 美国, 英语, 不存在的房间(台) / 抖室(港)
No.221,叫我第一名 Front of the Class,彼得·维纳,托马斯·里克曼,詹姆斯·沃克/特里特·威廉斯/多米尼克·斯科特·凯伊/莎拉·德鲁/凯瑟琳·约克/乔·克里斯特/帕翠西亚·希顿/约翰尼·帕卡/Charles Henry Wyson/Charlie Finn,剧情/传记,2008-12-07,95分钟,8.6,108315, 美国, 英语, 开放有爱 / 站在教室前 / 讲台前的我
No.222,非常嫌疑犯 The Usual Suspects,布莱恩·辛格,克里斯托弗·麦奎里,史蒂芬·鲍德温/加布里埃尔·伯恩/本尼西奥·德尔·托罗/凯文·波拉克/凯文·史派西/查兹·帕尔明特瑞/皮特·波斯尔思韦特/苏茜·爱米斯/吉安卡罗·埃斯波西托/丹·哈达亚/保罗·巴特尔/卡尔·布瑞斯勒/菲力浦·西蒙/杰克·希勒/克里斯汀·艾斯布鲁克,剧情/悬疑/惊悚/犯罪,1995-01-25(圣丹斯电影节),106分钟,8.6,115803, 德国 / 美国, 英语 / 匈牙利语 / 西班牙语 / 法语, 刺激惊爆点(台) / 普通嫌疑犯 / 幕后嫌疑犯 / 嫌疑惯犯
No.223,穆赫兰道 Mulholland Dr.,大卫·林奇,大卫·林奇,娜奥米·沃茨/劳拉·哈灵/安·米勒/贾斯汀·塞洛克斯/斯科特·科菲/梅利莎·乔治/布兰特·布里斯科/罗伯特·福斯特/凯瑟琳·汤/李·格兰特/比利·雷·赛勒斯/查德·艾微特/丽塔·塔格特/詹姆斯·凯伦/洛里·海瑞/安哲罗·巴达拉曼提/迈克尔·德·巴雷斯/马库斯·格雷厄姆/丹·哈达亚/马克·佩雷格里诺/蒙蒂·蒙特格美里/迈克尔·J·安德森,剧情/悬疑/惊悚,2001-05-16(戛纳电影节),147分钟,8.3,233920, 法国 / 美国, 英语 / 西班牙语, 穆荷兰大道(台) / 失忆大道(港) / 黄褐色的旅车 / Mulholland Drive
No.224,勇士 Warrior,加文·欧康诺,加文·欧康诺/Anthony Tambakis,汤姆·哈迪/乔尔·埃哲顿/尼克·诺特/詹妮弗·莫里森/弗兰克·格里罗/凯文·杜恩,剧情/家庭/运动,2011-09-09(美国),140分钟,8.9,87220, 美国, 英语, 勇者无敌(台) / 钢铁斗士(港) / 武士 / 拳击勇士
No.225,爱在午夜降临前 Before Midnight,理查德·林克莱特,理查德·林克莱特/伊桑·霍克/朱莉·德尔佩,伊桑·霍克/朱莉·德尔佩/肖姆斯·戴维-菲茨帕特里克/詹妮弗·普里尔/夏洛特·普里尔,剧情/爱情,2013-06-14(美国),109分钟,8.8,114837, 美国, 英语 / 希腊语 / 法语, 爱在午夜希腊时(台) / 情约半生(港) / 爱在午夜到来时 / 爱在午夜梦回时 / 午夜之前
No.226,上帝也疯狂 The Gods Must Be Crazy,加美·尤伊斯,加美·尤伊斯,Marius Weyers/Sandra Prinsloo/历苏/Louw Verwey/Michael Thys,喜剧,1980-09-10(南非),109 分钟,8.6,95601, 博茨瓦纳 / 南非, 英语 / 南非荷兰语 / Ungwatsi, 众神也疯狂 (上) / 上帝一定发疯了 (上)
